"subjects"	"cluster.id"
"1141"	"subject1141"	1
"1142"	"subject1142"	2
"1143"	"subject1143"	3
"1144"	"subject1144"	1
"1145"	"subject1145"	4
"1146"	"subject1146"	1
"1147"	"subject1147"	1
"1148"	"subject1148"	5
"1149"	"subject1149"	2
"1150"	"subject1150"	5
"1151"	"subject1151"	4
"1152"	"subject1152"	1
"1153"	"subject1153"	3
"1154"	"subject1154"	1
"1155"	"subject1155"	5
"1156"	"subject1156"	4
"1157"	"subject1157"	5
"1158"	"subject1158"	2
"1159"	"subject1159"	5
"1160"	"subject1160"	4
"1161"	"subject1161"	5
"1162"	"subject1162"	5
"1163"	"subject1163"	1
"1164"	"subject1164"	5
"1165"	"subject1165"	1
"1166"	"subject1166"	4
"1167"	"subject1167"	2
"1168"	"subject1168"	2
"1169"	"subject1169"	2
"1170"	"subject1170"	4
"1171"	"subject1171"	3
"1172"	"subject1172"	1
"1173"	"subject1173"	1
"1174"	"subject1174"	2
"1175"	"subject1175"	3
"1176"	"subject1176"	5
"1177"	"subject1177"	4
"1178"	"subject1178"	1
"1179"	"subject1179"	1
"1180"	"subject1180"	2
"1181"	"subject1181"	2
"1182"	"subject1182"	5
"1183"	"subject1183"	2
"1184"	"subject1184"	1
"1185"	"subject1185"	1
"1186"	"subject1186"	4
"1187"	"subject1187"	1
"1188"	"subject1188"	2
"1189"	"subject1189"	2
"1190"	"subject1190"	1
"1191"	"subject1191"	1
"1192"	"subject1192"	2
"1193"	"subject1193"	3
"1194"	"subject1194"	3
"1195"	"subject1195"	3
"1196"	"subject1196"	4
"1197"	"subject1197"	4
"1198"	"subject1198"	1
"1199"	"subject1199"	2
"1200"	"subject1200"	4
"1201"	"subject1201"	2
"1202"	"subject1202"	3
"1203"	"subject1203"	3
"1204"	"subject1204"	1
"1205"	"subject1205"	2
"1206"	"subject1206"	3
"1207"	"subject1207"	3
"1208"	"subject1208"	4
"1209"	"subject1209"	3
"1210"	"subject1210"	2
"1211"	"subject1211"	1
"1212"	"subject1212"	5
"1213"	"subject1213"	2
"1214"	"subject1214"	5
"1215"	"subject1215"	3
"1216"	"subject1216"	4
"1217"	"subject1217"	3
"1218"	"subject1218"	4
"1219"	"subject1219"	1
"1220"	"subject1220"	5
"1221"	"subject1221"	4
"1222"	"subject1222"	2
"1223"	"subject1223"	4
"1224"	"subject1224"	2
"1225"	"subject1225"	5
"1226"	"subject1226"	1
"1227"	"subject1227"	3
"1228"	"subject1228"	3
"1229"	"subject1229"	1
"1230"	"subject1230"	4
"1231"	"subject1231"	4
"1232"	"subject1232"	5
"1233"	"subject1233"	1
"1234"	"subject1234"	1
"1235"	"subject1235"	3
"1236"	"subject1236"	2
"1237"	"subject1237"	2
"1238"	"subject1238"	4
"1239"	"subject1239"	1
"1240"	"subject1240"	4
"1241"	"subject1241"	2
"1242"	"subject1242"	2
"1243"	"subject1243"	3
"1244"	"subject1244"	3
"1245"	"subject1245"	1
"1246"	"subject1246"	1
"1247"	"subject1247"	2
"1248"	"subject1248"	1
"1249"	"subject1249"	2
"1250"	"subject1250"	1
"1251"	"subject1251"	4
"1252"	"subject1252"	5
"1253"	"subject1253"	3
"1254"	"subject1254"	3
"1255"	"subject1255"	4
"1256"	"subject1256"	2
"1257"	"subject1257"	2
"1258"	"subject1258"	5
"1259"	"subject1259"	3
"1260"	"subject1260"	4
"1261"	"subject1261"	5
"1262"	"subject1262"	5
"1263"	"subject1263"	3
"1264"	"subject1264"	4
"1265"	"subject1265"	1
"1266"	"subject1266"	4
"1267"	"subject1267"	2
"1268"	"subject1268"	3
"1269"	"subject1269"	1
"1270"	"subject1270"	2
"1271"	"subject1271"	1
"1272"	"subject1272"	1
"1273"	"subject1273"	1
"1274"	"subject1274"	5
"1275"	"subject1275"	2
"1276"	"subject1276"	4
"1277"	"subject1277"	2
"1278"	"subject1278"	5
"1279"	"subject1279"	2
"1280"	"subject1280"	2
"1281"	"subject1281"	2
"1282"	"subject1282"	3
"1283"	"subject1283"	5
"1284"	"subject1284"	4
"1285"	"subject1285"	3
"1286"	"subject1286"	3
"1287"	"subject1287"	1
"1288"	"subject1288"	2
"1289"	"subject1289"	3
"1290"	"subject1290"	1
"1291"	"subject1291"	3
"1292"	"subject1292"	5
"1293"	"subject1293"	1
"1294"	"subject1294"	1
"1295"	"subject1295"	4
"1296"	"subject1296"	3
"1297"	"subject1297"	1
"1298"	"subject1298"	2
"1299"	"subject1299"	4
"1300"	"subject1300"	2
"1301"	"subject1301"	1
"1302"	"subject1302"	1
"1303"	"subject1303"	3
"1304"	"subject1304"	4
"1305"	"subject1305"	5
"1306"	"subject1306"	5
"1307"	"subject1307"	1
"1308"	"subject1308"	5
"1309"	"subject1309"	2
"1310"	"subject1310"	3
"1311"	"subject1311"	5
"1312"	"subject1312"	1
"1313"	"subject1313"	1
"1314"	"subject1314"	3
"1315"	"subject1315"	5
"1316"	"subject1316"	3
"1317"	"subject1317"	3
"1318"	"subject1318"	5
"1319"	"subject1319"	3
"1320"	"subject1320"	1
"1321"	"subject1321"	4
"1322"	"subject1322"	5
"1323"	"subject1323"	1
"1324"	"subject1324"	5
"1325"	"subject1325"	1
"1326"	"subject1326"	3
"1327"	"subject1327"	4
"1328"	"subject1328"	5
"1329"	"subject1329"	1
"1330"	"subject1330"	1
"1331"	"subject1331"	3
"1332"	"subject1332"	2
"1333"	"subject1333"	2
"1334"	"subject1334"	2
"1335"	"subject1335"	2
"1336"	"subject1336"	5
"1337"	"subject1337"	5
"1338"	"subject1338"	3
"1339"	"subject1339"	2
"1340"	"subject1340"	4
"1341"	"subject1341"	5
"1342"	"subject1342"	3
"1343"	"subject1343"	1
"1344"	"subject1344"	2
"1345"	"subject1345"	1
"1346"	"subject1346"	4
"1347"	"subject1347"	3
"1348"	"subject1348"	4
"1349"	"subject1349"	5
"1350"	"subject1350"	2
"1351"	"subject1351"	3
"1352"	"subject1352"	5
"1353"	"subject1353"	2
"1354"	"subject1354"	5
"1355"	"subject1355"	3
"1356"	"subject1356"	5
"1357"	"subject1357"	4
"1358"	"subject1358"	5
"1359"	"subject1359"	3
"1360"	"subject1360"	5
"1361"	"subject1361"	1
"1362"	"subject1362"	2
"1363"	"subject1363"	1
"1364"	"subject1364"	4
"1365"	"subject1365"	1
"1366"	"subject1366"	4
"1367"	"subject1367"	5
"1368"	"subject1368"	2
"1369"	"subject1369"	4
"1370"	"subject1370"	4
"1371"	"subject1371"	2
"1372"	"subject1372"	5
"1373"	"subject1373"	5
"1374"	"subject1374"	4
"1375"	"subject1375"	1
"1376"	"subject1376"	4
"1377"	"subject1377"	3
"1378"	"subject1378"	1
"1379"	"subject1379"	4
"1380"	"subject1380"	4
"1381"	"subject1381"	4
"1382"	"subject1382"	3
"1383"	"subject1383"	2
"1384"	"subject1384"	2
"1385"	"subject1385"	4
"1386"	"subject1386"	3
"1387"	"subject1387"	1
"1388"	"subject1388"	1
"1389"	"subject1389"	1
"1390"	"subject1390"	2
"1391"	"subject1391"	5
"1392"	"subject1392"	5
"1393"	"subject1393"	4
"1394"	"subject1394"	1
"1395"	"subject1395"	3
"1396"	"subject1396"	4
"1397"	"subject1397"	3
"1398"	"subject1398"	1
"1399"	"subject1399"	2
"1400"	"subject1400"	1
"1401"	"subject1401"	4
"1402"	"subject1402"	2
"1403"	"subject1403"	4
"1404"	"subject1404"	2
"1405"	"subject1405"	3
"1406"	"subject1406"	2
"1407"	"subject1407"	5
"1408"	"subject1408"	3
"1409"	"subject1409"	3
"1410"	"subject1410"	2
"1411"	"subject1411"	3
"1412"	"subject1412"	2
"1413"	"subject1413"	5
"1414"	"subject1414"	4
"1415"	"subject1415"	3
"1416"	"subject1416"	3
"1417"	"subject1417"	3
"1418"	"subject1418"	2
"1419"	"subject1419"	3
"1420"	"subject1420"	5
"1421"	"subject1421"	1
"1422"	"subject1422"	5
"1423"	"subject1423"	1
"1424"	"subject1424"	3
"1425"	"subject1425"	1
"1426"	"subject1426"	4
"1427"	"subject1427"	5
"1428"	"subject1428"	1
"1429"	"subject1429"	2
"1430"	"subject1430"	5
"1431"	"subject1431"	2
"1432"	"subject1432"	1
"1433"	"subject1433"	1
"1434"	"subject1434"	4
"1435"	"subject1435"	2
"1436"	"subject1436"	3
"1437"	"subject1437"	5
"1438"	"subject1438"	3
"1439"	"subject1439"	5
"1440"	"subject1440"	4
"1441"	"subject1441"	4
"1442"	"subject1442"	5
"1443"	"subject1443"	3
"1444"	"subject1444"	3
"1445"	"subject1445"	5
"1446"	"subject1446"	1
"1447"	"subject1447"	5
"1448"	"subject1448"	1
"1449"	"subject1449"	3
"1450"	"subject1450"	3
"1451"	"subject1451"	1
"1452"	"subject1452"	1
"1453"	"subject1453"	1
"1454"	"subject1454"	1
"1455"	"subject1455"	3
"1456"	"subject1456"	3
"1457"	"subject1457"	2
"1458"	"subject1458"	5
"1459"	"subject1459"	5
"1460"	"subject1460"	4
"1461"	"subject1461"	3
"1462"	"subject1462"	3
"1463"	"subject1463"	2
"1464"	"subject1464"	4
"1465"	"subject1465"	5
"1466"	"subject1466"	4
"1467"	"subject1467"	1
"1468"	"subject1468"	1
"1469"	"subject1469"	3
"1470"	"subject1470"	4
"1471"	"subject1471"	3
"1472"	"subject1472"	5
"1473"	"subject1473"	4
"1474"	"subject1474"	5
"1475"	"subject1475"	1
"1476"	"subject1476"	1
"1477"	"subject1477"	2
"1478"	"subject1478"	3
"1479"	"subject1479"	4
"1480"	"subject1480"	1
"1481"	"subject1481"	4
"1482"	"subject1482"	2
"1483"	"subject1483"	1
"1484"	"subject1484"	5
"1485"	"subject1485"	3
"1486"	"subject1486"	1
"1487"	"subject1487"	4
"1488"	"subject1488"	3
"1489"	"subject1489"	5
"1490"	"subject1490"	4
"1491"	"subject1491"	1
"1492"	"subject1492"	3
"1493"	"subject1493"	2
"1494"	"subject1494"	3
"1495"	"subject1495"	3
"1496"	"subject1496"	5
"1497"	"subject1497"	1
"1498"	"subject1498"	1
"1499"	"subject1499"	3
"1500"	"subject1500"	2
"1501"	"subject1501"	3
"1502"	"subject1502"	5
"1503"	"subject1503"	1
"1504"	"subject1504"	1
"1505"	"subject1505"	2
"1506"	"subject1506"	3
"1507"	"subject1507"	3
"1508"	"subject1508"	1
"1509"	"subject1509"	4
"1510"	"subject1510"	2
"1511"	"subject1511"	3
"1512"	"subject1512"	4
"1513"	"subject1513"	2
"1514"	"subject1514"	2
"1515"	"subject1515"	3
"1516"	"subject1516"	3
"1517"	"subject1517"	2
"1518"	"subject1518"	1
"1519"	"subject1519"	2
"1520"	"subject1520"	3
"1521"	"subject1521"	4
"1522"	"subject1522"	2
"1523"	"subject1523"	2
"1524"	"subject1524"	2
"1525"	"subject1525"	1
"1526"	"subject1526"	2
"1527"	"subject1527"	1
"1528"	"subject1528"	5
"1529"	"subject1529"	1
"1530"	"subject1530"	4
"1531"	"subject1531"	1
"1532"	"subject1532"	4
"1533"	"subject1533"	2
"1534"	"subject1534"	4
"1535"	"subject1535"	3
"1536"	"subject1536"	4
"1537"	"subject1537"	1
"1538"	"subject1538"	4
"1539"	"subject1539"	1
"1540"	"subject1540"	2
"1541"	"subject1541"	2
"1542"	"subject1542"	2
"1543"	"subject1543"	3
"1544"	"subject1544"	4
"1545"	"subject1545"	5
"1546"	"subject1546"	1
"1547"	"subject1547"	1
"1548"	"subject1548"	4
"1549"	"subject1549"	2
"1550"	"subject1550"	3
"1551"	"subject1551"	1
"1552"	"subject1552"	3
"1553"	"subject1553"	4
"1554"	"subject1554"	5
"1555"	"subject1555"	4
"1556"	"subject1556"	1
"1557"	"subject1557"	2
"1558"	"subject1558"	5
"1559"	"subject1559"	5
"1560"	"subject1560"	1
"1561"	"subject1561"	3
"1562"	"subject1562"	4
"1563"	"subject1563"	2
"1564"	"subject1564"	3
"1565"	"subject1565"	5
"1566"	"subject1566"	3
"1567"	"subject1567"	3
"1568"	"subject1568"	2
"1569"	"subject1569"	5
"1570"	"subject1570"	4
"1571"	"subject1571"	4
"1572"	"subject1572"	1
"1573"	"subject1573"	4
"1574"	"subject1574"	5
"1575"	"subject1575"	2
"1576"	"subject1576"	4
"1577"	"subject1577"	5
"1578"	"subject1578"	4
"1579"	"subject1579"	2
"1580"	"subject1580"	4
"1581"	"subject1581"	3
"1582"	"subject1582"	2
"1583"	"subject1583"	5
"1584"	"subject1584"	4
"1585"	"subject1585"	5
"1586"	"subject1586"	4
"1587"	"subject1587"	1
"1588"	"subject1588"	3
"1589"	"subject1589"	4
"1590"	"subject1590"	5
"1591"	"subject1591"	5
"1592"	"subject1592"	5
"1593"	"subject1593"	3
"1594"	"subject1594"	3
"1595"	"subject1595"	3
"1596"	"subject1596"	4
"1597"	"subject1597"	1
"1598"	"subject1598"	5
"1599"	"subject1599"	1
"1600"	"subject1600"	2
"1601"	"subject1601"	3
"1602"	"subject1602"	1
"1603"	"subject1603"	2
"1604"	"subject1604"	2
"1605"	"subject1605"	5
"1606"	"subject1606"	3
"1607"	"subject1607"	1
"1608"	"subject1608"	5
"1609"	"subject1609"	4
"1610"	"subject1610"	1
"1611"	"subject1611"	5
"1612"	"subject1612"	4
"1613"	"subject1613"	4
"1614"	"subject1614"	1
"1615"	"subject1615"	1
"1616"	"subject1616"	4
"1617"	"subject1617"	2
"1618"	"subject1618"	3
"1619"	"subject1619"	4
"1620"	"subject1620"	1
"1621"	"subject1621"	3
"1622"	"subject1622"	5
"1623"	"subject1623"	1
"1624"	"subject1624"	4
"1625"	"subject1625"	4
"1626"	"subject1626"	2
"1627"	"subject1627"	4
"1628"	"subject1628"	3
"1629"	"subject1629"	1
"1630"	"subject1630"	4
"1631"	"subject1631"	2
"1632"	"subject1632"	4
"1633"	"subject1633"	4
"1634"	"subject1634"	5
"1635"	"subject1635"	1
"1636"	"subject1636"	4
"1637"	"subject1637"	4
"1638"	"subject1638"	2
"1639"	"subject1639"	3
"1640"	"subject1640"	4
"1641"	"subject1641"	1
"1642"	"subject1642"	2
"1643"	"subject1643"	2
"1644"	"subject1644"	3
"1645"	"subject1645"	4
"1646"	"subject1646"	3
"1647"	"subject1647"	1
"1648"	"subject1648"	4
"1649"	"subject1649"	1
"1650"	"subject1650"	2
"1651"	"subject1651"	2
"1652"	"subject1652"	3
"1653"	"subject1653"	2
"1654"	"subject1654"	2
"1655"	"subject1655"	3
"1656"	"subject1656"	5
"1657"	"subject1657"	1
"1658"	"subject1658"	1
"1659"	"subject1659"	2
"1660"	"subject1660"	5
"1661"	"subject1661"	2
"1662"	"subject1662"	1
"1663"	"subject1663"	2
"1664"	"subject1664"	2
"1665"	"subject1665"	3
"1666"	"subject1666"	5
"1667"	"subject1667"	2
"1668"	"subject1668"	5
"1669"	"subject1669"	4
"1670"	"subject1670"	1
"1671"	"subject1671"	3
"1672"	"subject1672"	4
"1673"	"subject1673"	1
"1674"	"subject1674"	1
"1675"	"subject1675"	4
"1676"	"subject1676"	4
"1677"	"subject1677"	1
"1678"	"subject1678"	2
"1679"	"subject1679"	4
"1680"	"subject1680"	5
"1681"	"subject1681"	4
"1682"	"subject1682"	1
"1683"	"subject1683"	3
"1684"	"subject1684"	2
"1685"	"subject1685"	3
"1686"	"subject1686"	3
"1687"	"subject1687"	3
"1688"	"subject1688"	3
"1689"	"subject1689"	2
"1690"	"subject1690"	3
"1691"	"subject1691"	4
"1692"	"subject1692"	2
"1693"	"subject1693"	1
"1694"	"subject1694"	5
"1695"	"subject1695"	5
"1696"	"subject1696"	1
"1697"	"subject1697"	1
"1698"	"subject1698"	2
"1699"	"subject1699"	1
"1700"	"subject1700"	1
"1701"	"subject1701"	2
"1702"	"subject1702"	4
"1703"	"subject1703"	1
"1704"	"subject1704"	4
"1705"	"subject1705"	2
"1706"	"subject1706"	4
"1707"	"subject1707"	4
"1708"	"subject1708"	1
"1709"	"subject1709"	4
"1710"	"subject1710"	4
"1711"	"subject1711"	3
"1712"	"subject1712"	1
"1713"	"subject1713"	2
"1714"	"subject1714"	5
"1715"	"subject1715"	1
"1716"	"subject1716"	1
"1717"	"subject1717"	2
"1718"	"subject1718"	2
"1719"	"subject1719"	3
"1720"	"subject1720"	5
"1721"	"subject1721"	3
"1722"	"subject1722"	2
"1723"	"subject1723"	4
"1724"	"subject1724"	2
"1725"	"subject1725"	1
"1726"	"subject1726"	5
"1727"	"subject1727"	4
"1728"	"subject1728"	5
"1729"	"subject1729"	4
"1730"	"subject1730"	4
"1731"	"subject1731"	1
"1732"	"subject1732"	5
"1733"	"subject1733"	1
"1734"	"subject1734"	1
"1735"	"subject1735"	3
"1736"	"subject1736"	4
"1737"	"subject1737"	1
"1738"	"subject1738"	1
"1739"	"subject1739"	4
"1740"	"subject1740"	4
"1741"	"subject1741"	1
"1742"	"subject1742"	3
"1743"	"subject1743"	4
"1744"	"subject1744"	1
"1745"	"subject1745"	3
"1746"	"subject1746"	1
"1747"	"subject1747"	2
"1748"	"subject1748"	4
"1749"	"subject1749"	3
"1750"	"subject1750"	4
"1751"	"subject1751"	4
"1752"	"subject1752"	1
"1753"	"subject1753"	3
"1754"	"subject1754"	2
"1755"	"subject1755"	2
"1756"	"subject1756"	3
"1757"	"subject1757"	4
"1758"	"subject1758"	1
"1759"	"subject1759"	4
"1760"	"subject1760"	1
"1761"	"subject1761"	5
"1762"	"subject1762"	2
"1763"	"subject1763"	5
"1764"	"subject1764"	5
"1765"	"subject1765"	3
"1766"	"subject1766"	4
"1767"	"subject1767"	5
"1768"	"subject1768"	3
"1769"	"subject1769"	1
"1770"	"subject1770"	5
"1771"	"subject1771"	2
"1772"	"subject1772"	2
"1773"	"subject1773"	3
"1774"	"subject1774"	4
"1775"	"subject1775"	4
"1776"	"subject1776"	2
"1777"	"subject1777"	1
"1778"	"subject1778"	4
"1779"	"subject1779"	4
"1780"	"subject1780"	3
"1781"	"subject1781"	2
"1782"	"subject1782"	1
"1783"	"subject1783"	5
"1784"	"subject1784"	5
"1785"	"subject1785"	4
"1786"	"subject1786"	4
"1787"	"subject1787"	3
"1788"	"subject1788"	1
"1789"	"subject1789"	3
"1790"	"subject1790"	1
"1791"	"subject1791"	2
"1792"	"subject1792"	1
"1793"	"subject1793"	5
"1794"	"subject1794"	4
"1795"	"subject1795"	4
"1796"	"subject1796"	4
"1797"	"subject1797"	5
"1798"	"subject1798"	1
"1799"	"subject1799"	3
"1800"	"subject1800"	1
"1801"	"subject1801"	3
"1802"	"subject1802"	2
"1803"	"subject1803"	1
"1804"	"subject1804"	1
"1805"	"subject1805"	1
"1806"	"subject1806"	2
"1807"	"subject1807"	3
"1808"	"subject1808"	2
"1809"	"subject1809"	1
"1810"	"subject1810"	3
"1811"	"subject1811"	3
"1812"	"subject1812"	2
"1813"	"subject1813"	4
"1814"	"subject1814"	1
"1815"	"subject1815"	2
"1816"	"subject1816"	4
"1817"	"subject1817"	2
"1818"	"subject1818"	5
"1819"	"subject1819"	4
"1820"	"subject1820"	2
"1821"	"subject1821"	1
"1822"	"subject1822"	3
"1823"	"subject1823"	3
"1824"	"subject1824"	3
"1825"	"subject1825"	2
"1826"	"subject1826"	1
"1827"	"subject1827"	3
"1828"	"subject1828"	3
"1829"	"subject1829"	3
"1830"	"subject1830"	1
"1831"	"subject1831"	4
"1832"	"subject1832"	4
"1833"	"subject1833"	1
"1834"	"subject1834"	5
"1835"	"subject1835"	4
"1836"	"subject1836"	3
"1837"	"subject1837"	5
"1838"	"subject1838"	5
"1839"	"subject1839"	3
"1840"	"subject1840"	5
"1841"	"subject1841"	2
"1842"	"subject1842"	3
"1843"	"subject1843"	2
"1844"	"subject1844"	2
"1845"	"subject1845"	4
"1846"	"subject1846"	5
"1847"	"subject1847"	1
"1848"	"subject1848"	5
"1849"	"subject1849"	1
"1850"	"subject1850"	1
"1851"	"subject1851"	3
"1852"	"subject1852"	3
"1853"	"subject1853"	3
"1854"	"subject1854"	3
"1855"	"subject1855"	1
"1856"	"subject1856"	2
"1857"	"subject1857"	5
"1858"	"subject1858"	2
"1859"	"subject1859"	4
"1860"	"subject1860"	2
"1861"	"subject1861"	2
"1862"	"subject1862"	2
"1863"	"subject1863"	3
"1864"	"subject1864"	5
"1865"	"subject1865"	2
"1866"	"subject1866"	4
"1867"	"subject1867"	1
"1868"	"subject1868"	2
"1869"	"subject1869"	1
"1870"	"subject1870"	4
"1871"	"subject1871"	4
"1872"	"subject1872"	5
"1873"	"subject1873"	2
"1874"	"subject1874"	1
"1875"	"subject1875"	5
"1876"	"subject1876"	3
"1877"	"subject1877"	2
"1878"	"subject1878"	4
"1879"	"subject1879"	3
"1880"	"subject1880"	3
"1881"	"subject1881"	2
"1882"	"subject1882"	3
"1883"	"subject1883"	1
"1884"	"subject1884"	4
"1885"	"subject1885"	1
"1886"	"subject1886"	2
"1887"	"subject1887"	2
"1888"	"subject1888"	5
"1889"	"subject1889"	3
"1890"	"subject1890"	2
"1891"	"subject1891"	4
"1892"	"subject1892"	5
"1893"	"subject1893"	1
"1894"	"subject1894"	1
"1895"	"subject1895"	2
"1896"	"subject1896"	2
"1897"	"subject1897"	1
"1898"	"subject1898"	3
"1899"	"subject1899"	1
"1900"	"subject1900"	1
"1901"	"subject1901"	1
"1902"	"subject1902"	4
"1903"	"subject1903"	3
"1904"	"subject1904"	2
"1905"	"subject1905"	2
"1906"	"subject1906"	4
"1907"	"subject1907"	1
"1908"	"subject1908"	1
"1909"	"subject1909"	4
"1910"	"subject1910"	3
"1911"	"subject1911"	3
"1912"	"subject1912"	4
"1913"	"subject1913"	5
"1914"	"subject1914"	2
"1915"	"subject1915"	3
"1916"	"subject1916"	1
"1917"	"subject1917"	3
"1918"	"subject1918"	3
"1919"	"subject1919"	2
"1920"	"subject1920"	1
"1921"	"subject1921"	1
"1922"	"subject1922"	2
"1923"	"subject1923"	2
"1924"	"subject1924"	3
"1925"	"subject1925"	2
"1926"	"subject1926"	4
"1927"	"subject1927"	2
"1928"	"subject1928"	4
"1929"	"subject1929"	2
"1930"	"subject1930"	3
"1931"	"subject1931"	5
"1932"	"subject1932"	5
"1933"	"subject1933"	3
"1934"	"subject1934"	4
"1935"	"subject1935"	1
"1936"	"subject1936"	5
"1937"	"subject1937"	2
"1938"	"subject1938"	2
"1939"	"subject1939"	1
"1940"	"subject1940"	1
"1941"	"subject1941"	3
"1942"	"subject1942"	4
"1943"	"subject1943"	1
"1944"	"subject1944"	2
"1945"	"subject1945"	1
"1946"	"subject1946"	2
"1947"	"subject1947"	2
"1948"	"subject1948"	2
"1949"	"subject1949"	4
"1950"	"subject1950"	3
"1951"	"subject1951"	1
"1952"	"subject1952"	1
"1953"	"subject1953"	2
"1954"	"subject1954"	5
"1955"	"subject1955"	2
"1956"	"subject1956"	5
"1957"	"subject1957"	1
"1958"	"subject1958"	1
"1959"	"subject1959"	1
"1960"	"subject1960"	5
"1961"	"subject1961"	3
"1962"	"subject1962"	4
"1963"	"subject1963"	4
"1964"	"subject1964"	1
"1965"	"subject1965"	2
"1966"	"subject1966"	1
"1967"	"subject1967"	2
"1968"	"subject1968"	3
"1969"	"subject1969"	3
"1970"	"subject1970"	4
"1971"	"subject1971"	4
"1972"	"subject1972"	1
"1973"	"subject1973"	3
"1974"	"subject1974"	2
"1975"	"subject1975"	4
"1976"	"subject1976"	1
"1977"	"subject1977"	3
"1978"	"subject1978"	1
"1979"	"subject1979"	1
"1980"	"subject1980"	2
"1981"	"subject1981"	3
"1982"	"subject1982"	1
"1983"	"subject1983"	2
"1984"	"subject1984"	3
"1985"	"subject1985"	4
"1986"	"subject1986"	5
"1987"	"subject1987"	5
"1988"	"subject1988"	1
"1989"	"subject1989"	1
"1990"	"subject1990"	5
"1991"	"subject1991"	1
"1992"	"subject1992"	4
"1993"	"subject1993"	1
"1994"	"subject1994"	4
"1995"	"subject1995"	4
"1996"	"subject1996"	3
"1997"	"subject1997"	1
"1998"	"subject1998"	4
"1999"	"subject1999"	3
"2000"	"subject2000"	5
"2001"	"subject2001"	2
"2002"	"subject2002"	2
"2003"	"subject2003"	1
"2004"	"subject2004"	5
"2005"	"subject2005"	3
"2006"	"subject2006"	2
"2007"	"subject2007"	1
"2008"	"subject2008"	2
"2009"	"subject2009"	1
"2010"	"subject2010"	3
"2011"	"subject2011"	2
"2012"	"subject2012"	5
"2013"	"subject2013"	3
"2014"	"subject2014"	4
"2015"	"subject2015"	1
"2016"	"subject2016"	2
"2017"	"subject2017"	3
"2018"	"subject2018"	3
"2019"	"subject2019"	5
"2020"	"subject2020"	4
"2021"	"subject2021"	3
"2022"	"subject2022"	2
"2023"	"subject2023"	1
"2024"	"subject2024"	1
"2025"	"subject2025"	2
"2026"	"subject2026"	3
"2027"	"subject2027"	1
"2028"	"subject2028"	4
"2029"	"subject2029"	1
"2030"	"subject2030"	2
"2031"	"subject2031"	1
"2032"	"subject2032"	5
"2033"	"subject2033"	3
"2034"	"subject2034"	3
"2035"	"subject2035"	1
"2036"	"subject2036"	2
"2037"	"subject2037"	4
"2038"	"subject2038"	5
"2039"	"subject2039"	3
"2040"	"subject2040"	4
"2041"	"subject2041"	4
"2042"	"subject2042"	1
"2043"	"subject2043"	4
"2044"	"subject2044"	2
"2045"	"subject2045"	1
"2046"	"subject2046"	4
"2047"	"subject2047"	4
"2048"	"subject2048"	4
"2049"	"subject2049"	3
"2050"	"subject2050"	2
"2051"	"subject2051"	1
"2052"	"subject2052"	5
"2053"	"subject2053"	4
"2054"	"subject2054"	1
"2055"	"subject2055"	3
"2056"	"subject2056"	2
"2057"	"subject2057"	4
"2058"	"subject2058"	2
"2059"	"subject2059"	1
"2060"	"subject2060"	3
"2061"	"subject2061"	1
"2062"	"subject2062"	3
"2063"	"subject2063"	3
"2064"	"subject2064"	1
"2065"	"subject2065"	4
"2066"	"subject2066"	2
"2067"	"subject2067"	2
"2068"	"subject2068"	3
"2069"	"subject2069"	1
"2070"	"subject2070"	4
"2071"	"subject2071"	5
"2072"	"subject2072"	5
"2073"	"subject2073"	4
"2074"	"subject2074"	2
"2075"	"subject2075"	5
"2076"	"subject2076"	4
"2077"	"subject2077"	3
"2078"	"subject2078"	5
"2079"	"subject2079"	4
"2080"	"subject2080"	2
"2081"	"subject2081"	1
"2082"	"subject2082"	2
"2083"	"subject2083"	2
"2084"	"subject2084"	1
"2085"	"subject2085"	3
"2086"	"subject2086"	4
"2087"	"subject2087"	5
"2088"	"subject2088"	1
"2089"	"subject2089"	5
"2090"	"subject2090"	5
"2091"	"subject2091"	5
"2092"	"subject2092"	1
"2093"	"subject2093"	5
"2094"	"subject2094"	1
"2095"	"subject2095"	5
"2096"	"subject2096"	2
"2097"	"subject2097"	1
"2098"	"subject2098"	4
"2099"	"subject2099"	4
"2100"	"subject2100"	5
"2101"	"subject2101"	4
"2102"	"subject2102"	1
"2103"	"subject2103"	4
"2104"	"subject2104"	1
"2105"	"subject2105"	3
"2106"	"subject2106"	1
"2107"	"subject2107"	5
"2108"	"subject2108"	2
"2109"	"subject2109"	4
"2110"	"subject2110"	2
"2111"	"subject2111"	2
"2112"	"subject2112"	1
"2113"	"subject2113"	5
"2114"	"subject2114"	4
"2115"	"subject2115"	5
"2116"	"subject2116"	4
"2117"	"subject2117"	4
"2118"	"subject2118"	2
"2119"	"subject2119"	1
"2120"	"subject2120"	5
"2121"	"subject2121"	4
"2122"	"subject2122"	3
"2123"	"subject2123"	2
"2124"	"subject2124"	3
"2125"	"subject2125"	5
"2126"	"subject2126"	1
"2127"	"subject2127"	1
"2128"	"subject2128"	4
"2129"	"subject2129"	3
"2130"	"subject2130"	2
"2131"	"subject2131"	3
"2132"	"subject2132"	1
"2133"	"subject2133"	2
"2134"	"subject2134"	2
"2135"	"subject2135"	2
"2136"	"subject2136"	3
"2137"	"subject2137"	1
"2138"	"subject2138"	1
"2139"	"subject2139"	4
